,stock,day,open,close,high,low,volume
0,VNINDEX,2017_01_03,665.92,672.01,672.34,665.43,1636585230000.0
1,VNINDEX,2017_01_04,672.58,674.7,675.93,672.21,1794373060000.0
2,VNINDEX,2017_01_05,674.82,675.81,675.92,673.31,1779779490000.0
3,VNINDEX,2017_01_06,675.35,679.8,683.76,675.22,2300455560000.0
4,VNINDEX,2017_01_09,681.74,682.57,684.88,681.74,1959371370000.0
5,VNINDEX,2017_01_10,682.77,681.07,683.02,680.76,1673501400000.0
6,VNINDEX,2017_01_11,680.85,687.16,687.16,680.85,1897179200000.0
7,VNINDEX,2017_01_12,688.71,686.96,688.99,685.59,1821792390000.0
8,VNINDEX,2017_01_13,686.58,685.06,688.62,685.06,1698714940000.0
9,VNINDEX,2017_01_16,684.62,677.94,684.82,677.85,1688853690000.0
10,VNINDEX,2017_01_17,678.83,684.71,684.73,678.83,1765724770000.0
11,VNINDEX,2017_01_18,683.74,683.28,687.76,683.28,1624130710000.0
12,VNINDEX,2017_01_19,683.02,682.31,684.19,680.8,1542769550000.0
13,VNINDEX,2017_01_20,684.56,686.26,688.42,684.37,1770082320000.0
14,VNINDEX,2017_01_23,687.83,687.15,689.47,686.46,1640176760000.0
15,VNINDEX,2017_01_24,687.08,691.36,692.45,687.08,1496003280000.0
16,VNINDEX,2017_01_25,693.07,697.28,697.28,691.19,1692999190000.0
17,VNINDEX,2017_02_02,699.91,703.18,703.2,697.71,1751194840000.0
18,VNINDEX,2017_02_03,704.69,700.35,708.1,700.09,2279493110000.0
19,VNINDEX,2017_02_06,702.02,700.04,702.02,696.92,2219620240000.0
20,VNINDEX,2017_02_07,699.99,701.91,703.3,698.99,2823166920000.0
21,VNINDEX,2017_02_08,702.67,702.04,702.77,700.47,2189255820000.0
22,VNINDEX,2017_02_09,700.93,700.65,702.64,700.26,2794406870000.0
23,VNINDEX,2017_02_10,701.15,703.78,704.08,701.15,2705209450000.0
24,VNINDEX,2017_02_13,704.61,705.9,706.47,703.58,2626144400000.0
25,VNINDEX,2017_02_14,706.41,706.26,707.32,703.85,2977582910000.0
26,VNINDEX,2017_02_15,706.84,711.57,711.73,706.84,2863498030000.0
27,VNINDEX,2017_02_16,712.61,709.35,717.57,709.35,3404325500000.0
28,VNINDEX,2017_02_17,709.52,707.83,710.21,705.84,3183070630000.0
29,VNINDEX,2017_02_20,705.72,710.59,711.4,704.41,3550870890000.0
30,VNINDEX,2017_02_21,711.49,716.55,718.06,711.49,3340429990000.0
31,VNINDEX,2017_02_22,717.77,717.24,719.09,715.36,3608337440000.0
32,VNINDEX,2017_02_23,717.49,716.87,719.58,712.36,3437331690000.0
33,VNINDEX,2017_02_24,716.35,714.47,717.94,713.7,3570625030000.0
34,VNINDEX,2017_02_27,711.7,717.44,718.37,711.7,3041680340000.0
35,VNINDEX,2017_02_28,718.24,710.79,719.14,710.79,3078764810000.0
36,VNINDEX,2017_03_01,711.46,709.52,712.49,705.79,3338854620000.0
37,VNINDEX,2017_03_02,712.68,707.51,713.53,707.51,2845980330000.0
38,VNINDEX,2017_03_03,708.23,712.62,712.62,705.83,2961748260000.0
39,VNINDEX,2017_03_06,714.61,716.29,718.04,714.01,3076926740000.0
40,VNINDEX,2017_03_07,716.46,716.54,716.95,714.27,3265400750000.0
41,VNINDEX,2017_03_08,715.04,716.6,718.78,713.89,3248874900000.0
42,VNINDEX,2017_03_09,715.86,715.8,718.23,714.96,3396564150000.0
43,VNINDEX,2017_03_10,715.85,712.21,716.81,712.21,3256444930000.0
44,VNINDEX,2017_03_13,711.93,710.17,712.63,707.63,2823733210000.0
45,VNINDEX,2017_03_14,709.9,714.71,716.49,709.29,2874594120000.0
46,VNINDEX,2017_03_15,715.63,713.14,716.49,713.14,3157338570000.0
47,VNINDEX,2017_03_16,712.56,714.92,715.03,710.66,3439755850000.0
48,VNINDEX,2017_03_17,715.82,710.54,717.1,710.54,4346501330000.0
49,VNINDEX,2017_03_20,711.44,715.07,717.54,711.44,3421791080000.0
50,VNINDEX,2017_03_21,717.03,716.18,718.8,714.78,3825748880000.0
51,VNINDEX,2017_03_22,715.78,712.94,720.68,712.94,4267260610000.0
52,VNINDEX,2017_03_23,712.61,719.56,719.56,712.61,3468151990000.0
53,VNINDEX,2017_03_24,719.56,722.14,724.36,719.56,3645396000000.0
54,VNINDEX,2017_03_27,723.23,723.52,725.57,721.41,3844761960000.0
55,VNINDEX,2017_03_28,724.37,719.26,725.0,718.66,3172997480000.0
56,VNINDEX,2017_03_29,719.08,720.47,721.92,718.37,3307461560000.0
57,VNINDEX,2017_03_30,721.87,723.86,725.91,721.87,3323153140000.0
58,VNINDEX,2017_03_31,725.97,722.31,726.67,722.31,3305001040000.0
59,VNINDEX,2017_04_03,723.02,722.38,724.37,721.58,3690357310000.0
60,VNINDEX,2017_04_04,723.7,724.14,724.67,722.79,3830367960000.0
61,VNINDEX,2017_04_05,724.89,723.22,726.03,722.49,3330461520000.0
62,VNINDEX,2017_04_07,721.85,727.95,727.95,720.28,3417598400000.0
63,VNINDEX,2017_04_10,728.71,729.87,730.9,727.77,3377073320000.0
64,VNINDEX,2017_04_11,730.15,731.33,732.24,730.15,3093308630000.0
65,VNINDEX,2017_04_12,731.62,725.58,732.87,724.48,3781034810000.0
66,VNINDEX,2017_04_13,725.54,724.35,727.34,723.88,3449608030000.0
67,VNINDEX,2017_04_14,722.67,718.45,722.96,714.13,3447421930000.0
68,VNINDEX,2017_04_17,718.93,710.83,721.78,710.83,3595913240000.0
69,VNINDEX,2017_04_18,708.64,714.93,714.93,705.55,3515559860000.0
70,VNINDEX,2017_04_19,714.87,716.77,716.77,714.02,2806971680000.0
71,VNINDEX,2017_04_20,716.76,712.66,716.76,712.66,2583601600000.0
72,VNINDEX,2017_04_21,712.77,712.41,715.08,711.08,3389483730000.0
73,VNINDEX,2017_04_24,711.6,709.39,712.77,709.39,2708429030000.0
74,VNINDEX,2017_04_25,709.0,707.58,709.81,706.04,2638397980000.0
75,VNINDEX,2017_04_26,706.36,710.04,710.04,706.32,3160603780000.0
76,VNINDEX,2017_04_27,711.74,716.53,716.53,711.38,3407608420000.0
77,VNINDEX,2017_04_28,715.9,717.73,717.73,713.83,3484094310000.0
78,VNINDEX,2017_05_03,718.7,719.54,719.54,716.66,3847336850000.0
79,VNINDEX,2017_05_04,717.98,722.02,723.22,717.98,4169299320000.0
80,VNINDEX,2017_05_05,720.39,720.0,721.65,719.86,3404413000000.0
81,VNINDEX,2017_05_08,720.61,718.86,720.61,717.98,4479159080000.0
82,VNINDEX,2017_05_09,718.86,722.11,722.11,716.95,4043138820000.0
83,VNINDEX,2017_05_10,721.94,724.31,727.52,721.81,4092834190000.0
84,VNINDEX,2017_05_11,724.84,724.99,726.82,723.39,4747164560000.0
85,VNINDEX,2017_05_12,724.63,725.37,726.4,724.41,3966110080000.0
86,VNINDEX,2017_05_15,725.25,725.35,726.19,723.18,4368504400000.0
87,VNINDEX,2017_05_16,725.84,725.03,727.86,725.03,5759277920000.0
88,VNINDEX,2017_05_17,724.01,727.2,727.63,722.81,4393699810000.0
89,VNINDEX,2017_05_18,727.2,726.99,729.0,723.8,4551637490000.0
90,VNINDEX,2017_05_19,727.61,733.82,733.82,726.79,5057410550000.0
91,VNINDEX,2017_05_22,738.63,744.1,746.87,738.63,5136464440000.0
92,VNINDEX,2017_05_23,744.32,740.93,746.18,740.28,4433273190000.0
93,VNINDEX,2017_05_24,739.91,742.74,744.27,737.3,4545323300000.0
94,VNINDEX,2017_05_25,744.24,741.91,746.48,740.89,4259063570000.0
95,VNINDEX,2017_05_26,741.4,743.41,743.46,740.6,3958184220000.0
96,VNINDEX,2017_05_29,746.08,746.25,748.06,745.31,4344559800000.0
97,VNINDEX,2017_05_30,747.07,738.21,747.43,738.21,4742996800000.0
98,VNINDEX,2017_05_31,738.21,737.82,741.93,737.82,4140809340000.0
99,VNINDEX,2017_06_01,739.45,741.8,742.23,737.82,3066553230000.0
100,VNINDEX,2017_06_02,741.48,738.81,742.11,736.09,3529315150000.0
101,VNINDEX,2017_06_05,739.13,743.49,745.14,738.35,3579394020000.0
102,VNINDEX,2017_06_06,743.99,751.31,751.31,743.49,3613084560000.0
103,VNINDEX,2017_06_07,752.75,753.46,754.92,751.31,4066298670000.0
104,VNINDEX,2017_06_08,751.7,750.13,753.46,748.91,3126427200000.0
105,VNINDEX,2017_06_09,749.46,749.72,752.01,749.04,3298744490000.0
106,VNINDEX,2017_06_12,751.33,751.09,753.41,749.0,3173333400000.0
107,VNINDEX,2017_06_13,751.09,756.89,756.89,750.1,3444622440000.0
108,VNINDEX,2017_06_14,758.26,760.77,761.7,756.82,3462100900000.0
109,VNINDEX,2017_06_15,760.38,760.57,762.98,758.17,3270259200000.0
110,VNINDEX,2017_06_16,761.75,761.24,762.43,759.98,4421530270000.0
111,VNINDEX,2017_06_19,763.75,766.83,766.83,761.24,3846896880000.0
112,VNINDEX,2017_06_20,767.59,767.99,768.29,764.42,3750062770000.0
113,VNINDEX,2017_06_21,765.71,767.41,767.99,758.9,3900734240000.0
114,VNINDEX,2017_06_22,768.41,766.3,769.99,766.3,3729169830000.0
115,VNINDEX,2017_06_23,765.66,769.01,769.01,763.64,3839721352000.0
116,VNINDEX,2017_06_26,770.5,772.52,773.14,769.01,3674392340000.0
117,VNINDEX,2017_06_27,773.15,767.51,773.4,767.19,3747149920000.0
118,VNINDEX,2017_06_28,766.82,769.04,769.04,762.78,3037295740000.0
119,VNINDEX,2017_06_29,771.26,771.75,773.08,769.04,3371985290000.0
120,VNINDEX,2017_06_30,773.46,776.47,776.5,771.75,3438136010000.0
121,VNINDEX,2017_07_03,777.2,778.88,780.01,775.53,3486909410000.0
122,VNINDEX,2017_07_04,779.15,775.54,779.15,772.9,3272691840000.0
123,VNINDEX,2017_07_05,775.85,778.32,778.32,773.81,3122309620000.0
124,VNINDEX,2017_07_06,780.5,782.65,782.77,778.32,3586700010000.0
125,VNINDEX,2017_07_07,783.73,775.73,783.81,775.73,4116486870000.0
126,VNINDEX,2017_07_10,775.85,766.56,775.85,764.43,4034457780000.0
127,VNINDEX,2017_07_11,766.56,769.36,769.36,761.57,3370490540000.0
128,VNINDEX,2017_07_12,772.6,774.17,775.08,769.36,3196329600000.0
129,VNINDEX,2017_07_13,777.12,778.3,778.3,773.85,3134672030000.0
130,VNINDEX,2017_07_14,779.72,777.6,780.65,776.88,3105864580000.0
131,VNINDEX,2017_07_17,777.7,768.91,778.3,766.47,3949232230000.0
132,VNINDEX,2017_07_18,766.88,767.49,770.37,762.68,3512206110000.0
133,VNINDEX,2017_07_19,771.33,771.3,774.12,767.49,3383320320000.0
134,VNINDEX,2017_07_20,768.56,768.41,771.3,763.55,3055173620000.0
135,VNINDEX,2017_07_21,768.9,761.86,770.43,761.86,3224627100000.0
136,VNINDEX,2017_07_24,759.97,759.74,761.86,753.82,2644821010000.0
137,VNINDEX,2017_07_25,757.43,767.27,767.27,757.35,2589504290000.0
138,VNINDEX,2017_07_26,769.35,773.88,773.88,764.92,3217299000000.0
139,VNINDEX,2017_07_27,773.21,771.5,774.97,770.3,3249260260000.0
140,VNINDEX,2017_07_28,771.21,777.09,777.09,770.82,3307261670000.0
141,VNINDEX,2017_07_31,777.54,783.55,783.58,776.72,4342709550000.0
142,VNINDEX,2017_08_01,784.44,786.81,787.68,783.55,3658089020000.0
143,VNINDEX,2017_08_02,782.41,786.23,788.23,779.96,3670893940000.0
144,VNINDEX,2017_08_03,786.23,788.49,790.82,786.19,3711981520000.0
145,VNINDEX,2017_08_04,789.46,788.68,790.12,786.09,3453586780000.0
146,VNINDEX,2017_08_07,789.41,792.98,796.09,788.66,3632821610000.0
147,VNINDEX,2017_08_08,795.8,791.57,796.62,789.84,3751525220000.0
148,VNINDEX,2017_08_09,789.15,773.66,791.57,773.66,4765119820000.0
149,VNINDEX,2017_08_10,769.58,773.43,776.77,769.58,2995020370000.0
150,VNINDEX,2017_08_11,773.43,772.08,774.31,769.14,2880910160000.0
151,VNINDEX,2017_08_14,772.17,776.17,776.42,772.01,2779699410000.0
152,VNINDEX,2017_08_15,776.64,771.06,776.83,770.09,2507894660000.0
153,VNINDEX,2017_08_16,771.1,773.57,773.57,766.8,2845851090000.0
154,VNINDEX,2017_08_17,773.48,767.59,774.47,766.8,5272163560000.0
155,VNINDEX,2017_08_18,762.82,768.97,774.47,762.46,2859366200000.0
156,VNINDEX,2017_08_21,767.42,768.79,774.47,762.46,2793540050000.0
157,VNINDEX,2017_08_22,768.2,761.26,768.79,760.3,2662027580000.0
158,VNINDEX,2017_08_23,762.42,765.98,765.98,759.01,2533659410000.0
159,VNINDEX,2017_08_24,766.48,769.77,771.65,764.64,3174240010000.0
160,VNINDEX,2017_08_25,769.07,771.63,771.63,768.57,3411129120000.0
161,VNINDEX,2017_08_28,771.81,777.26,777.26,770.51,3950613700000.0
162,VNINDEX,2017_08_29,773.91,774.03,777.26,773.87,4117025530000.0
163,VNINDEX,2017_08_30,774.31,778.65,778.65,773.85,3251319510000.0
164,VNINDEX,2017_08_31,779.19,782.76,785.78,778.19,3733584230000.0
165,VNINDEX,2017_09_01,784.42,788.73,789.19,782.76,2854502580000.0
166,VNINDEX,2017_09_05,787.85,792.31,794.46,787.8,3097564820000.0
167,VNINDEX,2017_09_06,792.16,793.55,793.82,788.89,3058427640000.0
168,VNINDEX,2017_09_07,793.61,796.72,798.58,792.77,3306993930000.0
169,VNINDEX,2017_09_08,797.98,801.2,802.9,796.72,2835460880000.0
170,VNINDEX,2017_09_11,801.2,797.47,805.44,797.47,3244893450000.0
171,VNINDEX,2017_09_12,795.53,799.94,801.01,794.88,3405553860000.0
172,VNINDEX,2017_09_13,802.85,802.78,804.38,799.94,3575045380000.0
173,VNINDEX,2017_09_14,803.34,806.32,807.29,802.78,3299064000000.0
174,VNINDEX,2017_09_15,803.35,805.82,806.32,802.08,3719431770000.0
175,VNINDEX,2017_09_18,808.51,807.87,809.39,805.37,3549594470000.0
176,VNINDEX,2017_09_19,807.41,805.93,810.13,805.87,3449291060000.0
177,VNINDEX,2017_09_20,806.88,805.86,807.51,803.33,2938758130000.0
178,VNINDEX,2017_09_21,805.29,803.93,806.52,802.6,2975183370000.0
179,VNINDEX,2017_09_22,805.15,807.13,808.16,803.93,3353801520000.0
180,VNINDEX,2017_09_25,806.9,805.58,807.64,802.23,2780853760000.0
181,VNINDEX,2017_09_26,806.4,805.35,806.84,801.66,3224348860000.0
182,VNINDEX,2017_09_27,803.32,803.77,805.35,801.74,2973847280000.0
183,VNINDEX,2017_09_28,803.1,804.82,810.35,803.1,3319785920000.0
184,VNINDEX,2017_09_29,805.07,804.42,808.77,804.42,2744468910000.0
185,VNINDEX,2017_10_02,805.29,802.23,808.09,801.7,2126704880000.0
186,VNINDEX,2017_10_03,803.98,798.0,804.39,795.05,2911396270000.0
187,VNINDEX,2017_10_04,797.39,805.66,805.66,797.0,2216209390000.0
188,VNINDEX,2017_10_05,806.56,805.23,810.54,805.22,2997294160000.0
189,VNINDEX,2017_10_06,805.7,807.8,808.13,803.81,2426987620000.0
190,VNINDEX,2017_10_09,809.61,808.96,810.75,806.78,2619470990000.0
191,VNINDEX,2017_10_10,808.43,810.65,810.65,806.3,2967151350000.0
192,VNINDEX,2017_10_11,811.2,813.95,815.11,810.65,3316208950000.0
193,VNINDEX,2017_10_12,814.43,815.87,818.44,813.72,3203052830000.0
194,VNINDEX,2017_10_13,814.6,820.95,820.95,814.2,2922781430000.0
195,VNINDEX,2017_10_16,821.54,819.43,823.85,819.43,3364053400000.0
196,VNINDEX,2017_10_17,819.51,828.29,828.29,819.43,3339016310000.0
197,VNINDEX,2017_10_18,829.43,827.72,831.15,826.72,4028089480000.0
198,VNINDEX,2017_10_19,828.89,828.93,831.61,825.5,3511413410000.0
199,VNINDEX,2017_10_20,827.93,826.84,833.57,826.84,3906772950000.0
200,VNINDEX,2017_10_23,826.25,820.04,827.24,818.81,3690677220000.0
201,VNINDEX,2017_10_24,818.08,825.24,825.24,814.92,2774902840000.0
202,VNINDEX,2017_10_25,826.08,830.69,830.69,822.83,2564821410000.0
203,VNINDEX,2017_10_26,829.94,830.11,834.67,823.92,3231991050000.0
204,VNINDEX,2017_10_27,829.15,840.37,840.37,828.45,2891388760000.0
205,VNINDEX,2017_10_30,842.92,845.2,849.3,840.37,3631956810000.0
206,VNINDEX,2017_10_31,844.27,837.28,845.93,837.28,3000584200000.0
207,VNINDEX,2017_11_01,838.75,842.71,842.88,837.28,3218114600000.0
208,VNINDEX,2017_11_02,842.19,833.09,849.53,833.09,3817802370000.0
209,VNINDEX,2017_11_03,833.16,843.73,843.73,831.58,3101195630000.0
210,VNINDEX,2017_11_06,846.12,849.09,849.09,843.73,3017902430000.0
211,VNINDEX,2017_11_07,850.2,850.33,854.6,847.88,3052339370000.0
212,VNINDEX,2017_11_08,853.15,859.7,863.07,850.33,3929166880000.0
213,VNINDEX,2017_11_09,862.38,860.4,864.2,858.16,3633964410000.0
214,VNINDEX,2017_11_10,859.91,868.21,869.37,859.24,4780786000000.0
215,VNINDEX,2017_11_13,871.7,879.34,879.34,868.21,4663274000000.0
216,VNINDEX,2017_11_14,883.8,880.9,884.14,876.66,5054319680000.0
217,VNINDEX,2017_11_15,877.65,882.59,884.83,876.6,4039597380000.0
218,VNINDEX,2017_11_16,880.17,892.8,892.8,880.17,3944219620000.0
219,VNINDEX,2017_11_17,893.99,890.69,898.11,886.86,4212884340000.0
220,VNINDEX,2017_11_20,889.87,903.55,903.55,889.55,3710187660000.0
221,VNINDEX,2017_11_21,907.51,918.3,929.89,903.55,5456143810000.0
222,VNINDEX,2017_11_22,921.13,932.66,932.66,918.3,4750326600000.0
223,VNINDEX,2017_11_23,938.31,933.7,943.15,927.0,4655204100000.0
224,VNINDEX,2017_11_24,930.52,935.57,937.54,924.65,4475818110000.0
225,VNINDEX,2017_11_27,933.38,938.61,947.06,931.29,4768736780000.0
226,VNINDEX,2017_11_28,939.1,941.21,943.45,933.59,6662284290000.0
227,VNINDEX,2017_11_29,943.46,952.14,952.14,940.4,4628048360000.0
228,VNINDEX,2017_11_30,956.17,949.93,960.11,949.93,5253274770000.0
229,VNINDEX,2017_12_01,952.76,960.33,960.33,949.93,4379844000000.0
230,VNINDEX,2017_12_04,962.47,970.02,972.53,960.33,5472794120000.0
231,VNINDEX,2017_12_05,972.28,953.3,974.8,953.3,5867862400000.0
232,VNINDEX,2017_12_06,950.21,947.64,953.3,932.64,5308692540000.0
233,VNINDEX,2017_12_07,950.23,938.65,954.24,932.68,3946086300000.0
234,VNINDEX,2017_12_08,938.41,940.16,944.75,930.29,3605289430000.0
235,VNINDEX,2017_12_11,930.17,917.45,940.16,917.45,3765234870000.0
236,VNINDEX,2017_12_12,927.67,927.25,931.12,895.73,5103831640000.0
237,VNINDEX,2017_12_13,932.05,924.4,932.48,922.97,3040517920000.0
238,VNINDEX,2017_12_14,925.51,935.85,936.29,923.99,3151616180000.0
239,VNINDEX,2017_12_15,933.63,935.16,939.57,932.96,5627290600000.0
240,VNINDEX,2017_12_18,945.9,958.06,958.06,935.16,4472158150000.0
241,VNINDEX,2017_12_19,961.03,951.42,963.01,951.25,4843006350000.0
242,VNINDEX,2017_12_20,945.12,953.51,958.82,945.12,4289079530000.0
243,VNINDEX,2017_12_21,949.45,946.06,957.56,946.06,4291201320000.0
244,VNINDEX,2017_12_22,947.54,952.32,952.7,945.18,3702393220000.0
245,VNINDEX,2017_12_25,954.28,958.31,958.57,952.32,2914710280000.0
246,VNINDEX,2017_12_26,960.32,965.93,965.93,957.24,3443352620000.0
247,VNINDEX,2017_12_27,969.72,968.46,972.6,965.18,4312273660000.0
248,VNINDEX,2017_12_28,970.63,976.72,978.65,967.73,3864337920000.0
249,VNINDEX,2017_12_29,978.39,984.24,990.1,976.33,5025993110000.0
250,VNINDEX,2018_01_02,986.05,995.77,996.18,984.24,5121296230000.0
251,VNINDEX,2018_01_03,999.86,1005.67,1010.21,995.77,5675914170000.0
252,VNINDEX,2018_01_04,1009.37,1019.75,1019.75,1005.67,5453890200000.0
253,VNINDEX,2018_01_05,1020.34,1012.65,1020.6,1010.65,6762725400000.0
254,VNINDEX,2018_01_08,1011.36,1022.9,1022.9,1004.89,5874626760000.0
255,VNINDEX,2018_01_09,1027.14,1033.56,1033.56,1017.86,7057309270000.0
256,VNINDEX,2018_01_10,1034.64,1038.11,1045.63,1033.01,8119203830000.0
257,VNINDEX,2018_01_11,1037.03,1048.17,1049.73,1031.13,6679744550000.0
258,VNINDEX,2018_01_12,1050.17,1050.11,1057.88,1046.38,8354676690000.0
259,VNINDEX,2018_01_15,1049.91,1063.47,1063.47,1043.15,6427963190000.0
260,VNINDEX,2018_01_16,1059.36,1062.96,1065.39,1052.43,7011801400000.0
261,VNINDEX,2018_01_17,1061.98,1034.69,1064.77,1034.69,7042602350000.0
262,VNINDEX,2018_01_18,1028.76,1050.25,1050.25,1020.01,6639532900000.0
263,VNINDEX,2018_01_19,1054.33,1062.07,1067.21,1050.25,8242004520000.0
264,VNINDEX,2018_01_22,1066.86,1086.51,1086.51,1062.07,6851662070000.0
265,VNINDEX,2018_01_23,1086.51,1086.51,1086.51,1086.51,0.0
266,VNINDEX,2018_01_24,1086.51,1086.51,1086.51,1086.51,0.0
267,VNINDEX,2018_01_25,1098.44,1104.57,1117.08,1087.42,12187314750000.0
268,VNINDEX,2018_01_26,1122.55,1115.64,1122.6,1103.06,7562741860000.0
269,VNINDEX,2018_01_29,1121.78,1109.8,1130.1,1109.8,7502094650000.0
270,VNINDEX,2018_01_30,1099.98,1110.56,1110.56,1092.44,8059355360000.0
271,VNINDEX,2018_01_31,1112.23,1110.36,1128.1,1104.98,8336866240000.0
272,VNINDEX,2018_02_01,1111.74,1099.67,1111.74,1090.25,5978074870000.0
273,VNINDEX,2018_02_02,1098.66,1105.04,1105.04,1091.1,5065818890000.0
274,VNINDEX,2018_02_05,1089.62,1048.71,1105.04,1048.71,6468792030000.0
275,VNINDEX,2018_02_06,1026.08,1011.6,1048.71,983.06,9471299650000.0
276,VNINDEX,2018_02_07,1040.53,1040.55,1048.54,1011.6,5272466530000.0
277,VNINDEX,2018_02_08,1031.46,1023.25,1040.55,1023.25,3600052190000.0
278,VNINDEX,2018_02_09,991.09,1003.94,1023.25,973.78,4961160100000.0
279,VNINDEX,2018_02_12,1011.64,1041.79,1041.79,1003.94,4703842810000.0
280,VNINDEX,2018_02_13,1054.69,1059.73,1060.48,1041.79,4327997300000.0
281,VNINDEX,2018_02_21,1073.33,1087.15,1092.65,1059.73,5053227210000.0
282,VNINDEX,2018_02_22,1087.15,1076.03,1091.62,1074.27,5272208670000.0
283,VNINDEX,2018_02_23,1086.81,1102.85,1102.85,1076.03,5608471320000.0
284,VNINDEX,2018_02_26,1115.9,1114.53,1127.57,1102.85,6953931580000.0
285,VNINDEX,2018_02_27,1124.03,1119.61,1124.03,1106.77,5462875010000.0
286,VNINDEX,2018_02_28,1110.3,1124.87,1129.89,1109.89,6826374000000.0
287,VNINDEX,2018_03_01,1121.54,1115.79,1128.38,1110.92,6408163670000.0
288,VNINDEX,2018_03_02,1103.16,1121.21,1121.91,1103.16,5839890980000.0
289,VNINDEX,2018_03_05,1121.21,1093.48,1132.69,1093.48,7921539130000.0
290,VNINDEX,2018_03_06,1093.48,1120.29,1120.29,1091.67,6137275380000.0
291,VNINDEX,2018_03_07,1121.99,1112.26,1126.67,1103.29,6192240720000.0
292,VNINDEX,2018_03_08,1112.24,1124.15,1126.35,1111.76,5007699040000.0
293,VNINDEX,2018_03_09,1128.73,1123.41,1135.02,1119.18,6198925180000.0
294,VNINDEX,2018_03_12,1135.37,1126.29,1135.48,1123.41,5931901130000.0
295,VNINDEX,2018_03_13,1127.53,1133.31,1133.31,1118.49,5932825370000.0
296,VNINDEX,2018_03_14,1135.99,1138.09,1142.88,1133.31,6406791120000.0
297,VNINDEX,2018_03_15,1134.51,1138.76,1140.74,1129.66,5916643680000.0
298,VNINDEX,2018_03_16,1144.54,1150.19,1152.52,1138.76,8713038390000.0
299,VNINDEX,2018_03_19,1160.74,1159.22,1165.63,1150.19,6056318380000.0
300,VNINDEX,2018_03_20,1154.48,1159.39,1166.33,1154.48,5509529060000.0
301,VNINDEX,2018_03_21,1166.51,1169.36,1172.31,1159.39,6137804430000.0
302,VNINDEX,2018_03_22,1175.22,1172.36,1180.44,1169.36,6088994090000.0
303,VNINDEX,2018_03_23,1154.25,1153.59,1172.36,1139.07,6787115220000.0
304,VNINDEX,2018_03_26,1150.51,1171.22,1176.95,1150.51,5808466900000.0
305,VNINDEX,2018_03_27,1187.42,1171.73,1187.42,1169.58,5608718740000.0
306,VNINDEX,2018_03_28,1168.87,1172.24,1179.18,1165.71,4305159290000.0
307,VNINDEX,2018_03_29,1174.73,1167.03,1176.45,1164.12,4252733320000.0
308,VNINDEX,2018_03_30,1169.29,1174.46,1175.36,1158.49,4561926120000.0
309,VNINDEX,2018_04_02,1180.26,1196.61,1196.61,1174.46,6702473550000.0
310,VNINDEX,2018_04_03,1197.0,1188.29,1199.93,1185.83,6660391410000.0
311,VNINDEX,2018_04_04,1194.26,1191.54,1200.71,1188.29,5918496030000.0
312,VNINDEX,2018_04_05,1197.76,1193.17,1199.15,1186.75,5460040900000.0
313,VNINDEX,2018_04_06,1194.15,1199.96,1202.59,1193.17,6308337000000.0
314,VNINDEX,2018_04_09,1202.44,1204.33,1207.45,1197.44,6964091000000.0
315,VNINDEX,2018_04_10,1207.62,1198.12,1211.34,1192.22,7788555000000.0
316,VNINDEX,2018_04_11,1201.51,1167.11,1202.46,1167.11,7519412000000.0
317,VNINDEX,2018_04_12,1162.48,1173.02,1173.02,1153.64,5217763000000.0
318,VNINDEX,2018_04_13,1178.57,1157.14,1181.52,1153.93,4990248530000.0
319,VNINDEX,2018_04_16,1156.49,1148.49,1159.45,1141.81,4171825000000.0
320,VNINDEX,2018_04_17,1149.02,1153.28,1156.7,1139.33,4194361840000.0
321,VNINDEX,2018_04_18,1153.28,1138.53,1160.32,1138.42,4462950090000.0
322,VNINDEX,2018_04_19,1137.99,1094.63,1138.53,1094.63,6294585000000.0
323,VNINDEX,2018_04_20,1095.84,1119.86,1119.86,1078.01,4827929560000.0
324,VNINDEX,2018_04_23,1124.33,1076.78,1127.24,1076.78,6002294200000.0
325,VNINDEX,2018_04_24,1064.86,1080.74,1084.89,1048.68,5623982010000.0
326,VNINDEX,2018_04_26,1082.52,1044.86,1082.52,1039.35,5775389970000.0
327,VNINDEX,2018_04_27,1037.36,1050.26,1054.94,1031.89,4748832770000.0
328,VNINDEX,2018_05_02,1053.26,1029.08,1053.52,1024.75,4445436670000.0
329,VNINDEX,2018_05_03,1018.47,1026.46,1029.08,1003.79,5099286960000.0
330,VNINDEX,2018_05_04,1032.12,1026.8,1037.02,1022.14,3444286100000.0
331,VNINDEX,2018_05_07,1034.64,1062.26,1062.26,1026.8,3485023220000.0
332,VNINDEX,2018_05_08,1061.12,1060.45,1072.28,1057.24,3754666010000.0
333,VNINDEX,2018_05_09,1058.33,1056.97,1069.8,1051.79,3318455210000.0
334,VNINDEX,2018_05_10,1058.22,1028.87,1059.34,1025.75,3966141250000.0
335,VNINDEX,2018_05_11,1026.34,1044.85,1044.85,1014.3,3450309280000.0
336,VNINDEX,2018_05_14,1051.69,1066.98,1066.98,1042.31,3481353350000.0
337,VNINDEX,2018_05_15,1072.25,1073.5,1084.2,1066.98,3652061360000.0
338,VNINDEX,2018_05_16,1073.5,1054.62,1073.5,1052.18,3206331010000.0
339,VNINDEX,2018_05_17,1055.21,1030.64,1057.84,1030.64,3221858000000.0
