,stock,day,open,close,high,low,volume
340,VNINDEX,2018_05_18,1033.33,1040.54,1040.84,1013.57,3431622940000.0
341,VNINDEX,2018_05_21,1043.82,1014.98,1043.82,1014.98,3048989550000.0
342,VNINDEX,2018_05_22,1006.18,985.91,1015.97,976.73,4248685260000.0
343,VNINDEX,2018_05_23,974.8,988.94,995.25,965.92,3975766900000.0
344,VNINDEX,2018_05_24,992.24,985.92,995.82,974.14,3292377800000.0
345,VNINDEX,2018_05_25,981.47,963.9,987.56,963.9,3684078530000.0
346,VNINDEX,2018_05_28,938.86,931.75,963.9,927.47,4920127270000.0
347,VNINDEX,2018_05_29,925.89,952.18,958.96,916.0,4246910120000.0
348,VNINDEX,2018_05_30,953.41,948.5,953.41,932.26,3586619530000.0
349,VNINDEX,2018_05_31,947.96,971.25,975.51,945.29,4723773750000.0
350,VNINDEX,2018_06_01,973.67,992.87,995.06,971.25,4743392220000.0
351,VNINDEX,2018_06_04,994.48,1013.78,1013.78,992.01,4438615290000.0
352,VNINDEX,2018_06_05,1013.59,1022.74,1025.26,1011.59,4828921950000.0
353,VNINDEX,2018_06_06,1020.97,1034.5,1034.5,1012.98,4262085170000.0
354,VNINDEX,2018_06_07,1038.93,1036.69,1043.71,1030.79,4334918480000.0
355,VNINDEX,2018_06_08,1032.59,1039.01,1039.07,1026.94,3721194890000.0
356,VNINDEX,2018_06_11,1033.55,1039.02,1045.6,1029.19,4057767620000.0
357,VNINDEX,2018_06_12,1033.55,1020.76,1039.02,1005.1,5127497410000.0
358,VNINDEX,2018_06_13,1017.93,1030.53,1030.53,1017.93,2981293000000.0
359,VNINDEX,2018_06_14,1032.62,1015.72,1033.32,1015.72,3641191920000.0
360,VNINDEX,2018_06_15,1012.71,1016.51,1018.95,1006.75,4041513590000.0
361,VNINDEX,2018_06_18,1012.71,987.34,1018.98,986.88,3700941900000.0
362,VNINDEX,2018_06_19,972.38,962.16,987.34,941.57,5556545620000.0
363,VNINDEX,2018_06_20,957.37,980.95,980.95,955.61,3171575020000.0
364,VNINDEX,2018_06_21,979.57,969.4,980.95,966.28,2429296890000.0
365,VNINDEX,2018_06_22,963.89,983.17,983.57,959.91,2790300970000.0
366,VNINDEX,2018_06_25,997.34,990.52,997.34,983.17,2739097570000.0
367,VNINDEX,2018_06_26,977.78,983.02,990.52,970.75,2137595750000.0
368,VNINDEX,2018_06_27,981.44,968.91,984.46,968.91,2649729910000.0
369,VNINDEX,2018_06_28,964.76,957.35,976.12,954.46,3178316130000.0
370,VNINDEX,2018_06_29,955.64,960.78,962.93,950.48,2956955080000.0
371,VNINDEX,2018_07_02,955.18,947.15,960.78,932.66,3330613710000.0
372,VNINDEX,2018_07_03,945.87,906.01,947.15,906.01,3893511230000.0
373,VNINDEX,2018_07_04,904.34,914.99,914.99,890.83,2922466610000.0
374,VNINDEX,2018_07_05,914.48,899.4,921.85,892.67,2972382240000.0
375,VNINDEX,2018_07_06,895.7,917.51,921.75,891.92,3223923420000.0
376,VNINDEX,2018_07_09,922.72,915.12,929.5,915.12,2245488890000.0
377,VNINDEX,2018_07_10,919.44,911.12,921.96,911.12,2104499030000.0
378,VNINDEX,2018_07_11,898.08,893.16,911.12,885.09,2951138850000.0
379,VNINDEX,2018_07_12,891.21,898.51,905.72,884.75,1816804190000.0
380,VNINDEX,2018_07_13,904.8,909.72,912.53,898.51,2249215330000.0
381,VNINDEX,2018_07_16,914.22,911.11,917.63,905.27,2260117850000.0
382,VNINDEX,2018_07_17,905.32,921.27,921.27,902.02,2928164930000.0
383,VNINDEX,2018_07_18,926.14,942.39,942.39,921.27,3930060600000.0
384,VNINDEX,2018_07_19,942.39,943.97,947.07,939.58,3670125080000.0
385,VNINDEX,2018_07_20,938.83,933.39,943.97,930.26,3831963370000.0
386,VNINDEX,2018_07_23,931.52,936.74,949.14,930.25,3705697000000.0
387,VNINDEX,2018_07_24,938.66,934.08,939.07,926.3,3388295520000.0
388,VNINDEX,2018_07_25,936.57,927.58,938.33,927.58,3319240230000.0
389,VNINDEX,2018_07_26,928.96,930.16,930.32,920.99,3161936860000.0
390,VNINDEX,2018_07_27,933.21,935.52,937.23,928.82,3026467530000.0
391,VNINDEX,2018_07_30,940.76,949.73,949.73,935.52,3419944730000.0
392,VNINDEX,2018_07_31,948.56,956.39,959.07,947.32,4367820410000.0
393,VNINDEX,2018_08_01,957.35,952.77,960.05,949.89,3539042060000.0
394,VNINDEX,2018_08_02,952.75,953.55,953.55,942.39,3770372250000.0
395,VNINDEX,2018_08_03,957.92,959.6,966.1,953.55,3758705800000.0
396,VNINDEX,2018_08_06,960.12,960.23,962.99,955.42,3389088750000.0
397,VNINDEX,2018_08_07,957.7,956.79,962.02,953.71,3310046080000.0
398,VNINDEX,2018_08_08,958.31,966.27,966.27,956.79,3091698970000.0
399,VNINDEX,2018_08_09,968.57,963.5,972.52,963.5,3803434830000.0
400,VNINDEX,2018_08_10,955.04,968.47,968.47,955.04,3545913210000.0
401,VNINDEX,2018_08_13,966.46,978.04,978.04,963.41,4403312510000.0
402,VNINDEX,2018_08_14,979.66,978.27,981.42,974.47,3617249140000.0
403,VNINDEX,2018_08_15,980.93,961.37,982.0,961.37,3815751970000.0
404,VNINDEX,2018_08_16,952.83,964.28,964.28,947.09,3766408100000.0
405,VNINDEX,2018_08_17,971.4,968.88,975.52,964.28,3056066470000.0
406,VNINDEX,2018_08_20,970.81,969.62,973.57,966.46,3506801120000.0
407,VNINDEX,2018_08_21,968.46,979.21,979.21,968.45,3392901720000.0
408,VNINDEX,2018_08_22,979.21,982.15,986.36,979.21,3534850080000.0
409,VNINDEX,2018_08_23,984.12,987.36,989.45,982.15,3211294910000.0
410,VNINDEX,2018_08_24,985.49,987.05,989.21,982.88,3670899940000.0
411,VNINDEX,2018_08_27,990.77,991.92,994.54,987.05,3908908270000.0
412,VNINDEX,2018_08_28,991.92,995.19,995.29,989.81,3878878060000.0
413,VNINDEX,2018_08_29,994.96,988.17,995.19,987.47,3276835750000.0
414,VNINDEX,2018_08_30,987.62,998.07,998.07,983.43,3729355990000.0
415,VNINDEX,2018_08_31,998.55,989.54,1003.06,989.54,4104375100000.0
416,VNINDEX,2018_09_04,990.79,975.94,1003.06,975.94,3643164410000.0
417,VNINDEX,2018_09_05,975.05,968.44,978.78,964.8,3617333400000.0
418,VNINDEX,2018_09_06,968.37,958.19,970.84,957.99,2983475220000.0
419,VNINDEX,2018_09_07,955.5,968.9,968.9,955.5,3116466650000.0
420,VNINDEX,2018_09_10,969.74,970.34,974.59,968.19,2923410400000.0
421,VNINDEX,2018_09_11,968.41,985.06,985.06,967.92,3564843120000.0
422,VNINDEX,2018_09_12,990.0,987.01,994.83,985.06,3702627660000.0
423,VNINDEX,2018_09_13,987.48,987.95,992.96,985.06,3184864150000.0
424,VNINDEX,2018_09_14,987.95,991.34,995.55,987.95,3531522710000.0
425,VNINDEX,2018_09_17,991.03,987.61,993.83,987.02,3273879840000.0
426,VNINDEX,2018_09_18,983.43,993.49,993.49,981.89,3739350190000.0
427,VNINDEX,2018_09_19,998.65,995.54,1001.83,993.49,4176777310000.0
428,VNINDEX,2018_09_20,995.54,1004.74,1004.74,995.54,3906559330000.0
429,VNINDEX,2018_09_21,1006.25,1002.97,1009.1,1000.39,7684398480000.0
430,VNINDEX,2018_09_24,1008.06,1011.29,1011.29,1002.97,3743640280000.0
431,VNINDEX,2018_09_25,1011.84,1010.74,1014.53,1008.67,3923708740000.0
432,VNINDEX,2018_09_26,1008.93,1009.61,1014.86,1007.44,4560837090000.0
433,VNINDEX,2018_09_27,1012.57,1015.37,1017.78,1009.61,4242617350000.0
434,VNINDEX,2018_09_28,1019.34,1017.13,1020.84,1015.37,5136994110000.0
435,VNINDEX,2018_10_01,1020.11,1012.88,1023.87,1012.88,4961508980000.0
436,VNINDEX,2018_10_02,1014.26,1018.79,1021.51,1012.88,4882499000000.0
437,VNINDEX,2018_10_03,1021.08,1020.4,1024.59,1016.47,3493473310000.0
438,VNINDEX,2018_10_04,1024.68,1023.62,1024.68,1020.4,4365901400000.0
439,VNINDEX,2018_10_05,1020.21,1008.39,1023.62,1008.39,4481304490000.0
440,VNINDEX,2018_10_08,1003.31,996.12,1008.39,996.12,4152614360000.0
441,VNINDEX,2018_10_09,998.7,996.19,1001.87,996.12,3546693120000.0
442,VNINDEX,2018_10_10,998.66,993.96,999.62,991.22,3765018870000.0
443,VNINDEX,2018_10_11,972.21,945.89,993.96,938.83,7389815410000.0
444,VNINDEX,2018_10_12,939.2,970.08,970.08,933.35,4528678410000.0
445,VNINDEX,2018_10_15,968.8,951.64,970.08,951.64,2768040000000.0
446,VNINDEX,2018_10_16,950.36,963.37,963.69,950.36,2709641180000.0
447,VNINDEX,2018_10_17,973.14,971.6,975.27,963.37,3209320460000.0
448,VNINDEX,2018_10_18,968.93,963.47,971.6,962.68,2696581050000.0
449,VNINDEX,2018_10_19,949.94,958.36,963.47,945.83,3063718470000.0
450,VNINDEX,2018_10_22,958.36,953.51,963.79,953.51,3028967420000.0
451,VNINDEX,2018_10_23,950.12,939.68,953.51,925.38,4062770240000.0
452,VNINDEX,2018_10_24,935.25,922.73,939.68,922.73,2943458800000.0
453,VNINDEX,2018_10_25,902.59,910.17,922.73,885.34,3601583220000.0
454,VNINDEX,2018_10_26,918.11,900.82,918.16,900.82,2865927080000.0
455,VNINDEX,2018_10_29,895.05,888.82,900.82,884.92,2450604120000.0
456,VNINDEX,2018_10_30,881.32,888.69,894.8,880.85,2513425000000.0
457,VNINDEX,2018_10_31,894.23,914.76,914.76,888.69,3216790640000.0
458,VNINDEX,2018_11_01,915.52,907.96,918.84,888.69,2679666290000.0
459,VNINDEX,2018_11_02,911.35,924.86,927.62,888.69,3891631440000.0
460,VNINDEX,2018_11_05,920.87,925.53,925.53,915.77,2428154280000.0
461,VNINDEX,2018_11_06,931.0,922.05,931.27,921.93,2513169430000.0
462,VNINDEX,2018_11_07,922.03,922.16,924.6,915.41,2611837560000.0
463,VNINDEX,2018_11_08,928.69,926.28,932.86,922.16,2431500380000.0
464,VNINDEX,2018_11_09,921.11,914.29,926.28,914.29,2656159990000.0
465,VNINDEX,2018_11_12,909.36,918.12,918.99,903.95,2123717210000.0
466,VNINDEX,2018_11_13,904.35,907.99,918.12,903.48,2598340960000.0
467,VNINDEX,2018_11_14,904.16,900.93,910.58,898.83,2662022500000.0
468,VNINDEX,2018_11_15,901.13,897.15,903.83,892.5,2513757030000.0
469,VNINDEX,2018_11_16,901.44,898.19,903.21,894.14,2640056560000.0
470,VNINDEX,2018_11_19,902.65,916.06,916.06,898.19,2467923030000.0
471,VNINDEX,2018_11_20,909.76,919.02,919.02,909.76,2685390840000.0
472,VNINDEX,2018_11_21,909.83,922.56,922.56,907.47,2588062980000.0
473,VNINDEX,2018_11_22,924.93,924.42,926.15,922.02,2445717960000.0
474,VNINDEX,2018_11_23,923.91,917.97,925.59,916.87,2102463750000.0
475,VNINDEX,2018_11_26,915.67,921.03,921.96,914.43,1981932780000.0
476,VNINDEX,2018_11_27,925.31,923.12,930.37,921.03,2297152100000.0
477,VNINDEX,2018_11_28,922.29,930.2,930.2,922.18,2094088730000.0
478,VNINDEX,2018_11_29,934.88,926.79,937.75,926.79,2506844760000.0
479,VNINDEX,2018_11_30,924.49,926.54,928.92,921.08,2864118610000.0
480,VNINDEX,2018_12_03,937.7,951.59,951.59,926.54,3530848300000.0
481,VNINDEX,2018_12_04,952.97,958.84,960.44,950.89,3661149460000.0
482,VNINDEX,2018_12_05,950.34,957.14,960.87,946.97,3367497440000.0
483,VNINDEX,2018_12_06,957.14,954.82,959.58,948.44,3174241990000.0
484,VNINDEX,2018_12_07,956.49,958.59,962.39,954.82,3085702340000.0
485,VNINDEX,2018_12_10,955.06,955.89,958.59,951.5,2869703220000.0
486,VNINDEX,2018_12_11,955.93,954.58,957.97,949.4,2641386030000.0
487,VNINDEX,2018_12_12,956.32,961.28,961.28,954.58,2809000010000.0
488,VNINDEX,2018_12_13,961.28,960.25,966.83,960.1,2887756230000.0
489,VNINDEX,2018_12_14,958.78,952.04,960.25,951.04,2796689800000.0
490,VNINDEX,2018_12_17,948.09,933.65,952.04,933.65,3036083780000.0
491,VNINDEX,2018_12_18,933.65,927.25,933.65,917.03,3242721200000.0
492,VNINDEX,2018_12_19,926.35,919.24,927.25,914.66,2659109050000.0
493,VNINDEX,2018_12_20,915.5,918.24,921.79,914.18,2244666080000.0
494,VNINDEX,2018_12_21,911.57,912.26,918.24,907.88,3082103210000.0
495,VNINDEX,2018_12_24,912.9,908.56,916.41,908.56,2124993780000.0
496,VNINDEX,2018_12_25,893.53,897.94,908.56,882.17,2923475000000.0
497,VNINDEX,2018_12_26,896.63,891.75,899.49,890.86,2062219780000.0
498,VNINDEX,2018_12_27,904.8,900.81,918.24,882.17,2294685150000.0
499,VNINDEX,2018_12_28,903.79,892.54,906.63,891.75,2541735660000.0
500,VNINDEX,2019_01_02,903.79,891.75,906.63,891.1,1881091040000.0
501,VNINDEX,2019_01_03,889.78,878.22,892.21,872.12,2586371770000.0
502,VNINDEX,2019_01_04,872.69,880.9,881.48,861.85,2126761940000.0
503,VNINDEX,2019_01_07,890.47,889.64,896.63,880.9,1767917850000.0
504,VNINDEX,2019_01_08,891.37,887.44,891.87,883.67,1669658380000.0
505,VNINDEX,2019_01_09,890.26,896.99,897.25,887.44,2147313240000.0
506,VNINDEX,2019_01_10,897.85,898.3,899.47,895.17,1881980970000.0
507,VNINDEX,2019_01_11,899.1,902.71,904.37,898.3,2180494600000.0
508,VNINDEX,2019_01_14,903.83,901.8,903.83,897.18,1930772000000.0
509,VNINDEX,2019_01_15,901.21,909.68,909.68,898.92,2102350140000.0
510,VNINDEX,2019_01_16,911.32,908.7,912.48,906.39,2110977030000.0
511,VNINDEX,2019_01_17,908.48,901.89,909.06,901.89,1918209400000.0
512,VNINDEX,2019_01_18,902.7,902.3,906.35,900.64,1758797430000.0
513,VNINDEX,2019_01_21,905.25,911.05,911.74,902.3,2187245480000.0
514,VNINDEX,2019_01_22,912.73,906.55,913.37,906.55,2075932230000.0
515,VNINDEX,2019_01_23,905.73,908.02,910.12,905.12,1972211850000.0
516,VNINDEX,2019_01_24,908.56,908.79,910.59,906.59,1948504820000.0
517,VNINDEX,2019_01_25,908.86,908.88,911.59,907.96,1939264480000.0
518,VNINDEX,2019_01_28,912.53,912.18,913.43,908.88,1745692410000.0
519,VNINDEX,2019_01_29,913.67,915.93,915.93,907.09,1825123610000.0
520,VNINDEX,2019_01_30,914.08,915.84,917.8,913.48,1919843130000.0
521,VNINDEX,2019_01_31,919.51,910.65,920.36,910.38,2296181950000.0
522,VNINDEX,2019_02_01,911.98,908.67,912.81,907.52,2448027660000.0
523,VNINDEX,2019_02_11,916.98,926.1,926.1,908.67,2302994010000.0
524,VNINDEX,2019_02_12,930.37,937.54,938.64,926.1,3425991140000.0
525,VNINDEX,2019_02_13,937.61,945.25,945.25,937.34,3736307560000.0
526,VNINDEX,2019_02_14,946.21,952.34,953.66,945.25,3261630330000.0
527,VNINDEX,2019_02_15,951.9,950.89,955.4,948.26,3156929770000.0
528,VNINDEX,2019_02_18,954.85,961.3,961.3,950.89,3480517850000.0
529,VNINDEX,2019_02_19,962.84,964.35,971.92,961.3,4486390440000.0
530,VNINDEX,2019_02_20,964.37,970.58,972.75,964.35,3118492680000.0
531,VNINDEX,2019_02_21,972.82,987.57,987.57,970.31,3967796530000.0
532,VNINDEX,2019_02_22,983.99,988.91,993.05,982.86,4295318690000.0
533,VNINDEX,2019_02_25,996.06,994.43,999.9,988.91,4296434710000.0
534,VNINDEX,2019_02_26,991.63,987.06,996.44,979.24,4141393060000.0
535,VNINDEX,2019_02_27,990.06,990.27,994.46,987.06,4048587000000.0
536,VNINDEX,2019_02_28,989.84,965.47,990.27,965.47,4522951800000.0
537,VNINDEX,2019_03_01,971.05,979.63,980.82,965.47,3173128940000.0
538,VNINDEX,2019_03_04,983.5,993.99,994.46,979.63,4316423360000.0
539,VNINDEX,2019_03_05,990.08,992.45,1000.25,987.92,4497468300000.0
540,VNINDEX,2019_03_06,993.01,994.49,994.49,985.51,3457853140000.0
541,VNINDEX,2019_03_07,995.65,994.03,1004.55,994.03,4007220730000.0
542,VNINDEX,2019_03_08,987.89,985.25,994.03,984.48,3564366240000.0
543,VNINDEX,2019_03_11,982.94,984.6,987.11,981.34,2857317940000.0
544,VNINDEX,2019_03_12,991.14,1001.32,1001.32,984.6,4084970140000.0
545,VNINDEX,2019_03_13,1003.75,1005.41,1009.77,1001.32,4429290710000.0
546,VNINDEX,2019_03_14,1006.37,1009.56,1011.39,1002.09,3459774720000.0
547,VNINDEX,2019_03_15,1008.44,1004.12,1008.44,1001.1,4825061440000.0
548,VNINDEX,2019_03_18,1004.12,1011.86,1013.29,1004.12,4224113260000.0
549,VNINDEX,2019_03_19,1013.75,1006.59,1014.51,1004.22,4220647270000.0
550,VNINDEX,2019_03_20,1002.86,1002.3,1006.59,992.02,3926985710000.0
551,VNINDEX,2019_03_21,1005.12,981.78,1006.37,981.78,3858481330000.0
552,VNINDEX,2019_03_22,984.9,988.71,990.07,981.3,3314565960000.0
553,VNINDEX,2019_03_25,976.53,970.07,988.71,964.76,3616569890000.0
554,VNINDEX,2019_03_26,970.07,969.79,978.99,966.9,2765806000000.0
555,VNINDEX,2019_03_27,976.67,975.91,979.32,969.79,2343832000000.0
556,VNINDEX,2019_03_28,973.44,982.98,983.18,972.6,2443912000000.0
557,VNINDEX,2019_03_29,985.35,980.76,988.24,980.76,3016582000000.0
558,VNINDEX,2019_04_01,980.76,988.53,988.53,980.76,2878408770000.0
559,VNINDEX,2019_04_02,994.87,985.81,996.41,985.48,2785911970000.0
560,VNINDEX,2019_04_03,984.74,984.46,985.81,980.3,2621050350000.0
561,VNINDEX,2019_04_04,987.47,986.91,989.08,982.94,2632610370000.0
562,VNINDEX,2019_04_05,986.91,989.26,990.38,986.39,2564966410000.0
563,VNINDEX,2019_04_08,989.26,997.56,997.56,989.26,2909605290000.0
564,VNINDEX,2019_04_09,999.89,988.48,1000.02,987.82,3597085210000.0
565,VNINDEX,2019_04_10,984.79,981.91,988.48,976.83,2877171980000.0
566,VNINDEX,2019_04_11,984.46,985.95,985.95,981.06,2305466920000.0
567,VNINDEX,2019_04_12,984.66,982.9,985.95,980.26,2306746920000.0
568,VNINDEX,2019_04_16,970.87,977.17,982.9,963.06,2649300630000.0
569,VNINDEX,2019_04_17,977.17,972.1,980.71,972.1,3032958590000.0
570,VNINDEX,2019_04_18,969.5,962.3,973.73,962.05,2765691610000.0
571,VNINDEX,2019_04_19,968.27,966.21,971.73,962.3,1851991910000.0
572,VNINDEX,2019_04_22,963.78,965.86,966.69,959.33,2470201520000.0
573,VNINDEX,2019_04_23,964.84,968.0,970.98,964.35,2447558510000.0
574,VNINDEX,2019_04_24,969.66,976.92,978.71,968.0,2491029160000.0
575,VNINDEX,2019_04_25,976.34,974.13,976.92,971.92,2124565000000.0
576,VNINDEX,2019_04_26,972.86,979.64,979.64,970.73,2388238080000.0
577,VNINDEX,2019_05_02,978.81,978.5,979.93,975.51,2555135990000.0
578,VNINDEX,2019_05_03,976.77,974.14,978.5,971.75,2734954390000.0
579,VNINDEX,2019_05_06,964.37,957.97,974.14,955.41,2779303010000.0
580,VNINDEX,2019_05_07,961.31,957.56,965.61,955.42,2419832050000.0
581,VNINDEX,2019_05_08,950.1,951.22,957.56,947.86,2461606960000.0
582,VNINDEX,2019_05_09,950.45,947.01,953.66,944.91,2388920650000.0
583,VNINDEX,2019_05_10,950.37,952.55,953.92,947.01,2316741430000.0
584,VNINDEX,2019_05_13,952.11,958.54,958.54,951.76,2611518630000.0
585,VNINDEX,2019_05_14,957.74,965.34,965.34,955.79,2911508870000.0
586,VNINDEX,2019_05_15,967.95,975.64,977.65,965.34,3429921760001.0
587,VNINDEX,2019_05_16,976.19,975.69,981.22,975.64,2827192900000.0
588,VNINDEX,2019_05_17,977.85,976.48,980.04,974.91,2716419000000.0
589,VNINDEX,2019_05_20,981.92,987.13,987.13,981.91,3058772880000.0
590,VNINDEX,2019_05_21,989.67,986.29,992.84,986.07,3024231090000.0
591,VNINDEX,2019_05_22,986.97,983.78,992.26,982.68,2884062070000.0
592,VNINDEX,2019_05_23,982.0,982.71,984.57,977.17,2484883000000.0
593,VNINDEX,2019_05_24,976.43,970.03,983.14,970.03,3177951600000.0
594,VNINDEX,2019_05_27,970.73,975.14,975.4,970.03,2175736090000.0
595,VNINDEX,2019_05_28,977.02,972.0,978.8,969.51,2772741750000.0
596,VNINDEX,2019_05_29,972.75,971.54,974.96,969.55,2692082650000.0
597,VNINDEX,2019_05_30,971.04,969.34,974.56,967.21,2322533380000.0
598,VNINDEX,2019_05_31,968.84,959.88,969.94,959.88,2682185440000.0
599,VNINDEX,2019_06_03,953.58,946.47,959.88,940.28,3166283240000.0
600,VNINDEX,2019_06_04,945.62,951.16,951.42,943.21,2093628990000.0
601,VNINDEX,2019_06_05,956.46,951.41,958.39,951.16,1950702250000.0
602,VNINDEX,2019_06_06,951.41,948.21,951.41,939.35,2207411590000.0
603,VNINDEX,2019_06_07,951.64,958.28,958.28,948.21,2300168590000.0
604,VNINDEX,2019_06_10,963.78,962.9,966.9,958.28,2758133750000.0
605,VNINDEX,2019_06_11,962.43,962.07,964.81,959.98,2199528580000.0
606,VNINDEX,2019_06_12,960.6,954.17,962.07,953.83,2275942370000.0
607,VNINDEX,2019_06_13,951.26,950.08,954.17,946.29,2233328670000.0
608,VNINDEX,2019_06_14,948.65,953.61,954.7,948.65,2296385400000.0
609,VNINDEX,2019_06_17,953.97,946.95,955.18,944.47,2232460500000.0
610,VNINDEX,2019_06_18,945.73,944.01,947.3,938.95,2478433070000.0
611,VNINDEX,2019_06_19,948.92,949.69,950.04,944.01,2302537930000.0
612,VNINDEX,2019_06_20,949.48,959.18,962.33,948.97,3017312000000.0
613,VNINDEX,2019_06_21,962.69,959.2,964.52,959.12,4024998390000.0
614,VNINDEX,2019_06_24,949.48,962.85,967.11,962.63,2542890380000.0
615,VNINDEX,2019_06_25,949.48,960.13,963.23,960.06,2510122550000.0
616,VNINDEX,2019_06_26,949.48,959.13,962.7,958.49,2587783420000.0
617,VNINDEX,2019_06_27,949.48,943.11,958.07,943.11,2627367030000.0
618,VNINDEX,2019_06_28,944.53,949.94,949.94,939.12,2697693360000.0
619,VNINDEX,2019_07_01,958.92,965.61,965.61,949.94,2807336790000.0
620,VNINDEX,2019_07_02,964.77,961.98,966.76,959.8,2449113360000.0
621,VNINDEX,2019_07_03,960.44,960.39,961.98,956.91,2543784920000.0
622,VNINDEX,2019_07_04,961.78,973.04,973.04,960.39,3020204800000.0
623,VNINDEX,2019_07_05,973.04,975.34,975.34,970.16,2711869850000.0
624,VNINDEX,2019_07_08,972.83,966.35,975.34,963.84,2684238570000.0
625,VNINDEX,2019_07_09,965.24,969.05,969.05,963.05,2722361310000.0
626,VNINDEX,2019_07_10,971.19,973.65,974.96,969.05,2795812340000.0
627,VNINDEX,2019_07_11,976.95,978.63,980.02,973.65,2702356620000.0
628,VNINDEX,2019_07_12,980.11,975.4,982.1,974.32,2969083980000.0
629,VNINDEX,2019_07_15,975.57,972.53,975.66,970.93,2676989560000.0
630,VNINDEX,2019_07_16,975.05,982.11,982.11,972.53,3330539900000.0
631,VNINDEX,2019_07_17,981.49,982.57,985.59,979.05,3371523280000.0
632,VNINDEX,2019_07_18,979.16,976.05,982.57,975.01,2804405950000.0
633,VNINDEX,2019_07_19,978.12,982.34,986.12,976.05,3618940440000.0
634,VNINDEX,2019_07_22,981.17,982.04,985.13,980.08,3019422260000.0
635,VNINDEX,2019_07_23,981.38,989.46,990.39,980.22,3089545970000.0
636,VNINDEX,2019_07_24,993.01,988.41,994.85,986.34,3040696600000.0
637,VNINDEX,2019_07_25,986.85,994.95,997.49,986.85,3244045860000.0
638,VNINDEX,2019_07_26,994.8,993.35,998.52,992.97,2687780795100.0
639,VNINDEX,2019_07_29,994.23,997.94,997.94,988.29,2749334770000.0
640,VNINDEX,2019_07_30,1001.46,986.02,1002.77,986.02,3013773500000.0
641,VNINDEX,2019_07_31,986.0,991.66,993.4,982.64,2705219950000.0
642,VNINDEX,2019_08_01,993.25,997.39,997.39,990.88,2892636300000.0
643,VNINDEX,2019_08_02,987.55,991.1,997.39,985.69,3260591420000.0
644,VNINDEX,2019_08_05,988.6,973.15,991.1,973.15,3370255520000.0
645,VNINDEX,2019_08_06,960.29,964.61,973.15,958.39,3595689640000.0
646,VNINDEX,2019_08_07,967.18,965.93,971.96,961.64,2806033540000.0
647,VNINDEX,2019_08_08,965.93,975.24,975.83,964.21,3450870620000.0
648,VNINDEX,2019_08_09,976.41,974.34,978.69,974.33,2909719830000.0
649,VNINDEX,2019_08_12,975.38,975.31,977.63,973.22,2626929770000.0
650,VNINDEX,2019_08_13,972.7,966.83,975.31,964.03,3294871360000.0
651,VNINDEX,2019_08_14,975.88,968.91,975.99,966.83,2685082850000.0
652,VNINDEX,2019_08_15,958.05,979.38,979.38,955.76,2795855290000.0
653,VNINDEX,2019_08_16,974.88,980.0,985.61,974.88,3754440830000.0
654,VNINDEX,2019_08_19,984.04,981.03,985.48,979.17,2440206450000.0
655,VNINDEX,2019_08_20,983.94,984.67,985.35,981.03,2791889240000.0
656,VNINDEX,2019_08_21,984.36,994.38,995.44,983.3,3292684650000.0
657,VNINDEX,2019_08_22,996.41,997.26,998.67,993.23,2861609600000.0
658,VNINDEX,2019_08_23,998.21,992.45,998.21,990.83,2746154770000.0
659,VNINDEX,2019_08_26,983.8,982.88,992.45,977.0,3318224500000.0
660,VNINDEX,2019_08_27,986.33,976.79,988.49,976.79,3308840960000.0
661,VNINDEX,2019_08_28,977.1,977.26,981.35,976.79,2423079970000.0
662,VNINDEX,2019_08_29,978.17,978.59,978.78,973.34,2493786740000.0
663,VNINDEX,2019_08_30,980.25,984.06,984.87,978.59,2609368410000.0
664,VNINDEX,2019_09_03,984.79,979.36,985.21,978.62,2466976170000.0
665,VNINDEX,2019_09_04,977.97,977.63,979.91,973.37,2491990840000.0
666,VNINDEX,2019_09_05,979.83,976.79,981.67,976.79,2232527630000.0
667,VNINDEX,2019_09_06,977.83,974.08,978.73,973.87,2063142690000.0
668,VNINDEX,2019_09_09,974.53,974.12,975.03,972.47,2141093010000.0
669,VNINDEX,2019_09_10,974.62,970.26,977.44,968.36,2786925990000.0
670,VNINDEX,2019_09_11,969.59,969.31,973.13,967.14,2083695870000.0
671,VNINDEX,2019_09_12,972.39,976.07,976.07,969.31,2779281820000.0
672,VNINDEX,2019_09_13,976.07,987.22,987.22,975.95,3334361890000.0
673,VNINDEX,2019_09_16,987.07,989.86,992.6,986.72,2993897210000.0
674,VNINDEX,2019_09_17,990.06,996.74,996.74,986.96,3059746240000.0
675,VNINDEX,2019_09_18,995.75,995.15,998.4,993.94,3149474510000.0
676,VNINDEX,2019_09_19,995.49,997.1,997.2,990.55,2817020240000.0
677,VNINDEX,2019_09_20,997.6,990.36,998.56,990.36,4525014000000.0
678,VNINDEX,2019_09_23,991.75,987.54,993.98,987.54,2578953570000.0
679,VNINDEX,2019_09_24,986.33,988.13,991.36,984.94,2672976670000.0
680,VNINDEX,2019_09_25,985.96,987.3,989.18,983.06,2660491210000.0
681,VNINDEX,2019_09_26,988.7,990.75,991.66,986.35,3107571070000.0
682,VNINDEX,2019_09_27,992.26,997.84,998.34,990.75,3428960000000.0
683,VNINDEX,2019_09_30,999.92,996.56,1004.17,996.51,3335440280000.0
684,VNINDEX,2019_10_01,997.87,999.59,999.72,996.2,3126518710000.0
685,VNINDEX,2019_10_02,999.18,991.19,1000.93,989.63,3573288530000.0
